Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Chris Duarte,SAC,26,28,16,12,13.5,4.8,1.6,3.6,43.1,1,2.2,43.5,0.6,0.8,85.7,0.4,1.8,2.2,1,0.5,0.5,0.2,1.4,10.3,0,0,1.1
DeAndre Jordan,DEN,35,16,8,8,11.9,4.8,1.8,3.4,53.7,0,0,0,1.1,2.3,48.6,1.8,2.9,4.6,0.8,0.7,0.3,0.4,1.4,12.8,1,0,-4
Jalen McDaniels,TOR,26,26,5,21,13.2,4.7,1.7,4.5,38.1,0.4,1.7,23.3,0.8,1.1,75.9,0.5,1.7,2.2,1,0.8,0.6,0.1,1.6,10,0,0,-2.9
Blake Wesley,SAS,21,32,8,24,14.1,4.7,1.8,3.7,48.3,0.2,1,18.2,0.9,1.4,65.2,0.3,1,1.3,2.8,1.1,0.4,0.1,1.3,10.9,0,0,-1.5
Richaun Holmes,WAS,30,19,6,13,13.8,4.7,2.1,4.1,50,0.1,0.2,33.3,0.5,0.9,58.8,1.7,2.7,4.4,0.7,0.4,0.3,0.5,1.8,13,2,0,-3.8
Kobe Bufkin,ATL,20,9,2,7,10.9,4.7,2,5.1,39.1,0.4,2.2,20,0.2,0.4,50,0.2,1.9,2.1,1.4,0.7,0.1,0.1,1.1,9.4,0,0,-2.8
Thaddeus Young,PHX,35,21,8,13,14.3,4.7,2.2,3.5,63.5,0,0.3,16.7,0.1,0.3,42.9,1.6,1.8,3.4,1.8,0.7,0.8,0.1,1.8,13.3,0,0,-1
Dru Smith,MIA,26,8,6,2,15.3,4.6,1.8,3.9,45.2,0.9,2,43.8,0.3,0.3,100,0.8,1,1.8,1.6,0.6,1.1,0.4,1.4,13,0,0,-4.9
Omer Yurtseven,UTA,25,24,4,20,12.2,4.6,2.1,4.4,47.2,0.1,0.5,16.7,0.4,0.7,56.3,1.6,3.1,4.8,0.6,1,0.1,0.3,1.2,11.4,1,0,-6
Jock Landale,HOU,28,29,11,18,13.3,4.6,1.8,3.6,50,0.2,0.7,30,0.8,1.1,77.4,1.4,1.3,2.7,1.2,0.7,0.4,0.8,1.3,12.5,0,0,3.4
John Konchar,MEM,28,29,13,16,22.2,4.6,1.8,3.9,44.7,0.6,2.2,27.7,0.5,0.6,87.5,1.6,3.7,5.3,2.3,0.9,0.9,0.9,1.6,19,1,0,-2.2
Justin Holiday,DEN,35,28,15,13,15.2,4.6,1.8,3.6,48,1.1,2.7,40,0,0.1,50,0.1,1.1,1.3,1,0.2,0.5,0.1,1.5,9,0,0,0.4
DeJon Jarreau,MEM,26,5,1,4,19.4,4.6,1.8,6.6,27.3,0.8,2,40,0.2,1.4,14.3,1.4,4.4,5.8,3,1,0.8,0.2,1.6,18.1,0,0,-8
Drew Eubanks,PHX,27,36,19,17,16.1,4.6,1.8,2.8,66.7,0,0,100,0.9,1.1,78,1.4,2.7,4.1,1,0.8,0.3,0.9,1.7,13.8,0,0,-1.4
Delon Wright,MIA,31,23,10,13,15.6,4.6,1.5,3.7,41.7,0.6,1.1,50,1,1.2,81.5,0.4,1.4,1.8,2.5,0.3,1.3,0.2,0.7,14.6,0,0,-1.3
Gui Santos,GSW,21,11,8,3,10.1,4.5,1.6,2.8,58.1,0.5,1.1,50,0.7,0.8,88.9,0.9,1.8,2.7,0.7,0.5,0.3,0.2,1.3,9.7,0,0,1.5
JaVale McGee,SAC,36,24,13,11,7.4,4.5,2,3.3,60.3,0,0.2,0,0.6,1,62.5,1.2,2,3.3,0.3,0.8,0.3,0.3,0.9,10,0,0,0.9
Julian Strawther,DEN,22,27,16,11,11.2,4.5,1.6,4.4,35.3,0.9,2.9,29.5,0.6,0.7,78.9,0.1,1.1,1.2,1,0.4,0.5,0.2,1.1,9.1,0,0,-3
Craig Porter Jr.,CLE,24,24,15,9,11.9,4.5,1.8,3.6,50,0,0.4,11.1,0.9,1.3,65.6,0.4,2,2.3,2.1,0.8,0.4,0.2,0.8,11.4,0,0,0.7
Danuel House Jr.,PHI,30,16,10,6,15.6,4.5,1.4,3.4,42.6,0.4,1.6,24,1.3,1.6,80,0.5,1.1,1.6,1,0.5,0.8,0.3,1.4,10.8,0,0,-0.1
David Duke Jr.,SAS,24,2,1,1,10.6,4.5,1.5,4.5,33.3,0.5,1.5,33.3,1,1,100,0.5,3,3.5,2.5,0.5,0.5,0,0.5,13.5,0,0,-3
Keon Ellis,SAC,24,27,14,13,13.6,4.5,1.6,3.5,45.7,1.1,2.6,44.3,0.1,0.3,50,0.5,1.1,1.7,1.4,0.7,0.7,0.4,1.7,11,0,0,0.5
Rayan Rupert,POR,19,24,4,20,16.3,4.5,1.5,4.4,35.2,0.8,2,41.7,0.5,0.7,81.3,0.6,1.9,2.5,1.4,0.8,0.3,0.1,1.6,9.8,0,0,-4.9
Jamal Cain,MIA,25,14,8,6,11.3,4.4,1.7,3.9,44.4,0.4,1.4,31.6,0.6,0.6,88.9,0.7,1.1,1.8,0.2,0.4,0.6,0.1,0.7,8.5,0,0,-3.3
Bones Hyland,LAC,23,22,12,10,12.9,4.4,1.7,5,34.2,0.6,2.6,22.8,0.4,0.5,80,0.2,1.3,1.5,2.2,1,0.6,0.1,1.3,10.8,1,0,-0.9
Bol Bol,PHX,24,20,13,7,9.6,4.4,1.8,3,61,0.4,0.8,53.3,0.4,0.5,80,0.9,2.1,3,0.4,0.3,0.2,0.5,0.7,10.3,1,0,-0.5
Kenrich Williams,OKC,29,36,21,15,14.5,4.4,1.8,4,46.2,0.6,1.9,31.3,0.1,0.2,62.5,1,1.8,2.8,1.2,0.6,0.6,0.2,1.6,11.2,0,0,-0.5
Garrison Mathews,ATL,27,37,13,24,14.5,4.4,1.4,3.1,44.2,1.2,2.6,44.3,0.5,0.5,90,0.2,0.9,1.2,0.5,0.2,0.4,0.1,1.7,7.7,0,0,-2.8
Patty Mills,MIA,35,15,7,8,13.9,4.3,1.5,4.6,33.3,1,3.1,31.9,0.3,0.3,100,0.3,1,1.3,1.5,0.7,0.7,0.1,1.2,9.7,0,0,0.1
Sidy Cissoko,SAS,20,6,2,4,13,4.3,1.3,2.8,47.1,0.2,1.2,14.3,1.5,1.8,81.8,0.8,1.2,2,0.8,0.2,0.5,0.2,1.5,9.8,0,0,-2
Ben Sheppard,IND,22,28,13,15,14.3,4.3,1.5,3.9,38.2,0.9,2.8,31.2,0.5,0.6,81.3,0.4,1.5,1.9,1,0.3,0.7,0,1.6,9.9,0,0,-0.8
Seth Curry,CHA,33,22,10,12,13.7,4.3,1.4,4.4,31.3,0.6,2.2,28.6,1,1,91.3,0.3,1.3,1.6,1.2,0.6,0.5,0.1,1,9.2,0,0,-1
Jarace Walker,IND,20,17,8,9,12.2,4.3,1.7,3.9,43.3,0.9,2,44.1,0,0,0,0.4,1.7,2.1,1.8,0.6,0.6,0.5,1,12.2,0,0,-0.1
Brandon Boston Jr.,LAC,22,16,12,4,10.1,4.3,1.8,4.1,43.1,0.4,1.3,30,0.4,0.7,54.5,0.4,0.9,1.3,0.3,0.6,0.3,0.3,1.4,7.1,0,0,-5.9
Thomas Bryant,MIA,26,20,11,9,10.9,4.3,1.8,3.7,47.9,0.1,0.5,10,0.7,0.8,93.3,0.7,2.4,3,0.6,0.5,0.3,0.4,1,10,0,0,0.2
Xavier Tillman,BOS,25,30,17,13,17,4.2,1.7,4.6,37.7,0.4,1.4,26.2,0.3,0.7,50,1.4,2.5,3.9,1.4,0.7,0.7,0.9,1.4,15,1,0,-1.9
Oshae Brissett,BOS,25,25,18,7,13.3,4.2,1.4,2.8,49.3,0.4,1.3,31.3,1,1.7,57.1,1.4,1.7,3.1,0.9,0.2,0.2,0.1,1.2,10.1,0,0,3.5
Maxi Kleber,DAL,32,21,14,7,20.6,4.1,1.5,3.1,47.7,0.8,2,38.1,0.4,0.7,64.3,0.9,2.4,3.2,1.6,0.6,0.3,0.9,1.6,13.4,0,0,2.9
Ryan Rollins,MIL,21,8,1,7,6.9,4.1,1.5,2.6,57.1,0.4,0.5,75,0.8,1.1,66.7,0.1,1.4,1.5,1.4,0.9,0.8,0.4,0.9,10.5,0,0,6
Jalen Wilson,BKN,23,24,5,19,13.7,4.1,1.5,3.9,39.4,0.4,1.6,23.1,0.6,0.7,88.2,0.8,1.5,2.3,0.8,0.5,0.3,0.1,0.8,8.6,0,0,-1.8
Kira Lewis Jr.,UTA,23,12,4,8,12.3,4.1,1.6,4.3,36.5,0.2,1.3,12.5,0.8,0.9,81.8,0.3,1,1.3,1.3,0.7,0.3,0.1,0.5,8.3,0,0,-3.8
Caleb Houstan,ORL,21,27,9,18,13.2,4.1,1.3,3.6,35.1,1.1,3.4,31.9,0.5,0.6,76.5,0.3,0.7,1.1,0.4,0.3,0.3,0,1.1,6.7,0,0,-3.6
Bismack Biyombo,OKC,31,23,12,11,19.3,4,1.8,3.3,53.2,0,0,0,0.4,1.2,35.7,1.5,3.7,5.3,1.7,1.1,0.3,1,2.3,15.4,1,0,-0.4
Isaiah Thomas,PHX,35,2,1,1,6.1,4,1.5,3.5,42.9,1,2,50,0,0,0,0,0,0,1,0,0,0,0,5.5,0,0,-2
Izaiah Brockington,NOP,24,1,1,0,3.4,4,2,5,40,0,1,0,0,0,0,1,1,2,0,0,0,0,0,6.4,0,0,3
MarJon Beauchamp,MIL,23,23,10,13,12,4,1.6,3.5,45.7,0.6,1.6,38.9,0.2,0.3,57.1,0.5,1.5,2,0.7,0.5,0.3,0.1,0.9,7.9,0,0,0.1
Matt Hurt,MEM,23,3,2,1,19.2,4,1.7,6.7,25,0.3,4.3,7.7,0.3,0.3,100,2.3,1,3.3,0.7,0.3,0.3,0.3,1,10.7,0,0,-5.7
Jacob Gilyard,BKN,25,24,9,15,16,4,1.4,3.2,42.9,1.2,2.8,43.9,0,0,0,0.2,1,1.1,2.7,0.8,0.8,0.1,0.9,11.1,0,0,-5.5
Troy Brown Jr.,DET,24,34,14,20,14.4,3.9,1.4,3.8,36.2,0.8,2.4,33.8,0.4,0.4,92.9,0.4,2,2.5,1,0.5,0.5,0,0.7,9.5,0,0,-3.9
Jaxson Hayes,LAL,23,33,17,16,12.3,3.9,1.6,2.3,71.1,0,0.1,0,0.7,0.9,71,0.9,1.7,2.6,0.6,0.5,0.5,0.3,1.7,9.8,1,0,-3.3
Leaky Black,CHA,24,13,2,11,10.9,3.9,1.5,2.2,65.5,0.6,0.8,72.7,0.4,0.5,71.4,0.4,1.7,2.1,0.8,0.3,0.4,0.4,0.6,9.7,0,0,-1.1
T.J. Warren,MIN,30,7,4,3,13.3,3.9,1.9,4.4,41.9,0.1,1.3,11.1,0,0,0,0.6,1.6,2.1,1.3,0.6,0.6,0,1.4,9.5,0,0,6.1
Max Christie,LAL,21,33,15,18,14.1,3.8,1.5,3.7,40.5,0.5,1.7,28.6,0.4,0.5,86.7,0.2,1.8,2,1,0.5,0.3,0.3,0.9,9.1,0,0,-1.6
Ish Wainright,PHX,29,6,0,6,8.2,3.8,1.2,3,38.9,1.2,2.5,46.7,0.3,0.3,100,0.5,1.5,2,0.2,0.3,0.5,0.2,1,8.2,0,0,-0.3
Moses Brown,POR,24,11,2,9,9,3.8,1.7,3,57.6,0,0,0,0.4,1.3,28.6,1,2.3,3.3,0.5,0.7,0.3,0.4,1.2,9.6,0,0,-2.4
Noah Clowney,BKN,19,11,3,8,14.9,3.8,1.5,3.5,42.1,0.5,1.6,27.8,0.5,0.8,55.6,0.8,1.9,2.7,1,0.7,0.5,0.3,0.8,10,0,0,-0.8
Keita Bates-Diop,BKN,28,29,15,14,11.8,3.8,1.4,3.1,45.6,0.4,1.3,32.4,0.6,0.7,84.2,0.7,1.4,2.1,0.7,0.3,0.4,0.7,0.6,10.5,0,0,0.6
Luka Samanic,UTA,24,23,4,19,8.9,3.8,1.3,3.4,38,0.2,1.4,15.2,1,1.1,84.6,0.4,1.9,2.3,0.3,0.8,0.1,0.1,0.7,7.1,0,0,-1.2
Neemias Queta,BOS,24,12,10,2,9.4,3.8,1.5,2.8,54.5,0,0,0,0.8,1.1,69.2,1.6,2.1,3.7,0.7,0.3,0.4,0.3,1.7,11.1,2,0,1.9
KJ Martin,PHI,23,31,15,16,13.3,3.7,1.7,3,55.3,0,0.3,10,0.4,0.7,50,0.9,1.5,2.4,0.8,0.6,0.5,0.2,1.8,9.4,1,0,2.1
Jaylin Williams,OKC,21,33,18,15,12.9,3.7,1.2,3.2,37.7,0.8,2.2,35.2,0.5,0.6,85.7,0.6,2.8,3.4,1.7,0.5,0.4,0.3,1.5,11.8,0,0,-0.2
Joe Ingles,ORL,36,32,15,17,16.8,3.7,1.3,3.1,40.4,0.9,2.4,38.2,0.3,0.5,62.5,0.3,1.5,1.8,2.7,0.8,0.7,0.1,1.1,11.2,0,0,-0.5
Jeff Dowtin Jr.,PHI,26,7,4,3,9.9,3.7,1.3,2.4,52.9,0.7,1.6,45.5,0.4,0.4,100,0.4,1.7,2.1,1.9,0.4,0.3,0,0.1,9.5,0,0,-0.3
Nate Williams,HOU,25,10,3,7,6.4,3.7,1.6,2.6,61.5,0.1,0.2,50,0.4,0.9,44.4,0.8,0.3,1.1,0.5,0.4,0.2,0.1,0.6,6.3,0,0,1.7
Marques Bolden,CHA,26,6,3,3,13,3.7,1.7,2.8,58.8,0,0.2,0,0.3,0.3,100,1,2,3,0.7,0.5,0.3,1,1,11.8,0,0,-0.2
Skylar Mays,LAL,26,19,6,13,10.7,3.6,1.6,3.6,43.5,0.2,0.9,23.5,0.3,0.4,62.5,0.2,1.1,1.3,2.6,0.6,0.2,0.2,0.7,9.5,2,0,-2.1
Orlando Robinson,MIA,23,16,9,7,9.8,3.6,1.3,2.3,56.8,0.4,0.5,75,0.6,0.9,71.4,0.8,1.9,2.8,1.4,0.6,0.4,0.4,1.1,10.7,1,0,3.3
Devonte' Graham,SAS,29,12,4,8,13.1,3.6,1.2,4.3,27.5,0.6,3.2,18.4,0.7,0.8,88.9,0.2,1.5,1.7,2,0.4,0.6,0.2,0.8,10.4,0,0,0.7
Olivier-Maxence Prosper,DAL,21,21,12,9,9.1,3.6,1.2,3.1,38.5,0.4,1.5,25.8,0.8,1.3,63,0.8,1.4,2.1,0.5,0.3,0.2,0,0.5,7.4,0,0,-3.6
Mike Muscala,OKC,32,27,5,22,11.5,3.6,1.2,3.3,36.7,0.6,1.9,28.8,0.6,0.8,71.4,0.8,1.5,2.3,0.5,0.5,0.2,0.1,1,7.7,0,0,-3.7
Maozinha Pereira,MEM,23,4,1,3,13.4,3.5,1.3,3.5,35.7,0.3,1.3,20,0.8,1.3,60,1.8,2.3,4,0.3,0.5,1,0.8,1.5,13.4,0,0,-1.8
Ish Smith,CHA,35,21,3,18,15.5,3.5,1.7,3.6,47.4,0,0.1,0,0,0.1,50,0.3,1.5,1.9,3,1.3,0.4,0.1,1.3,10.7,0,0,-7.7
Jordan McLaughlin,MIN,28,29,16,13,10.8,3.4,1.2,2.4,51.4,0.8,1.5,51.2,0.2,0.3,75,0.2,1.1,1.3,1.4,0.2,0.7,0.1,0.7,9.2,0,0,1.7
Lindy Waters III,OKC,26,21,9,12,7.8,3.4,1.3,2.9,45,0.8,2.1,36.4,0.1,0.1,100,0.3,0.9,1.2,0.6,0.1,0.2,0.1,0.5,6.8,0,0,-0.3
Oscar Tshiebwe,IND,24,7,2,5,5.8,3.4,1.3,2.7,47.4,0,0,0,0.9,1.1,75,1.1,1.1,2.3,0.3,0,0.3,0.1,0.4,7.9,0,0,2
JT Thor,CHA,21,32,8,24,12.7,3.4,1.3,2.8,47.3,0.6,1.4,40,0.2,0.3,45.5,0.6,1.9,2.5,0.5,0.3,0.2,0.5,1.2,8.8,0,0,1.1
Zeke Nnaji,DEN,23,30,17,13,10.5,3.4,1.3,3,44.9,0.1,0.4,36.4,0.6,1,60,1.4,1,2.4,0.7,0.5,0.2,0.6,1.6,9.3,0,0,-3.4
Jae'Sean Tate,HOU,28,30,8,22,13.7,3.4,1.4,3,46.1,0.2,0.9,23.1,0.4,0.6,76.5,1.1,1.8,2.9,0.7,0.6,0.5,0.1,2,9.3,0,0,-2.3
Harry Giles III,LAL,25,11,4,7,5.5,3.4,1.4,2.9,46.9,0.2,0.8,22.2,0.5,0.7,62.5,0.6,1,1.6,0.5,0.3,0.2,0.1,0.7,6.6,0,0,-2.1
Chuma Okeke,ORL,25,20,4,16,10.4,3.4,1.3,2.7,49.1,0.7,1.8,40,0.1,0.2,33.3,0.7,1.3,2,0.5,0.4,0.2,0.3,0.4,7.4,0,0,-2.5
Micah Potter,UTA,26,9,1,8,13.1,3.3,1.2,3.1,39.3,0.6,1.7,33.3,0.3,0.6,60,0.8,2.6,3.3,0.6,0.6,0.4,0.7,1.1,10.9,0,0,-3.4
Olivier Sarr,OKC,25,7,3,4,6,3.3,1,1.7,58.3,0.3,0.4,66.7,1,1.3,77.8,0.7,0.9,1.6,0,0.1,0,0.1,1.3,5.5,0,0,3.6
Damian Jones,CLE,28,21,14,7,7.1,3.2,1.2,1.9,66.7,0.1,0.4,25,0.7,0.7,100,0.6,1.1,1.7,0.6,0.5,0.1,0.4,1,7.4,0,0,-0.9
Yuta Watanabe,MEM,29,16,10,6,11.3,3.2,1.1,2.8,37.8,0.7,2.1,32.4,0.4,0.6,66.7,0.3,1.3,1.6,0.1,0.7,0.3,0.3,1.1,6.1,0,0,-1.3
AJ Griffin,ATL,20,11,4,7,10.8,3.2,1.2,4.4,27.1,0.6,2.5,25,0.2,0.2,100,0.2,0.9,1.1,0.3,0.7,0.1,0.1,0.5,4.7,0,0,-3.9
Jules Bernard,WAS,24,11,2,9,7.2,3.2,1.3,3,42.4,0.5,1.4,33.3,0.2,0.4,50,0.5,0.8,1.3,0.5,0.5,0.2,0,1,5.6,0,0,-1.1
Nate Hinton,HOU,24,7,2,5,7,3.1,1,2.1,46.7,0.6,1.1,50,0.6,0.7,80,0.6,1.9,2.4,1.3,0.1,0.1,0.3,1,9.1,0,0,4.3
Jeremiah Robinson-Earl,NOP,23,22,15,7,7.2,3.1,1.2,2.2,55.1,0.3,0.7,46.7,0.4,0.4,88.9,0.4,1.1,1.5,0.2,0.2,0.1,0.1,0.5,5.6,0,0,-1.3
James Bouknight,CHA,23,8,0,8,4.8,3.1,1.1,2.5,45,0.8,1.6,46.2,0.1,0.3,50,0.1,0.6,0.8,0.4,0.3,0.1,0.1,0,5.1,0,0,0.9
Nassir Little,PHX,24,25,15,10,8.2,3.1,1.2,2.5,46,0.4,1.5,29.7,0.4,0.5,75,0.2,1,1.2,0.4,0.3,0.2,0.2,0.6,6,0,0,-1.8
Svi Mykhailiuk,BOS,26,19,12,7,8.2,3.1,1.1,2.3,46.5,0.8,1.8,42.9,0.2,0.4,57.1,0.2,0.7,0.9,0.7,0.2,0.3,0,0.3,6.1,0,0,1.4
Dalen Terry,CHI,21,29,12,17,11.2,3.1,1.2,2.8,45,0.3,1.2,22.2,0.3,0.7,47.6,0.6,1.5,2.1,1.4,0.5,0.3,0.3,1.9,9.2,0,0,-0.3
A.J. Lawson,DAL,23,19,14,5,7.3,3.1,1.3,2.9,45.5,0.1,1.1,5,0.4,0.6,58.3,0.3,0.8,1.1,0.4,0.4,0.3,0.1,0.4,5.4,0,0,-0.9
Johnny Davis,WAS,22,24,4,20,11.9,3,1.3,3.3,38.5,0.3,0.7,35.3,0.3,0.5,58.3,0.5,1,1.5,0.6,0.3,0.4,0.1,1,7.1,0,0,-4.5
Sandro Mamukelashvili,SAS,24,27,6,21,8.7,3,1.2,2.7,43.8,0.3,1.2,24.2,0.4,0.5,71.4,0.9,2,2.9,0.9,0.3,0.2,0.2,0.6,8.8,1,0,0.1
Alex Fudge,DAL,20,5,1,4,6.7,3,1.2,3,40,0.2,1,20,0.4,0.4,100,0.8,0,0.8,0,0.2,0.6,0,0.4,5.6,0,0,-7.4
Dereon Seabron,NOP,23,3,1,2,10.6,3,1,3.3,30,0.3,0.7,50,0.7,0.7,100,0.3,1,1.3,0.7,0,0.3,0,0.3,6.6,0,0,-1
Drew Peterson,BOS,24,1,1,0,2.6,3,1,1,100,1,1,100,0,0,0,0,0,0,1,0,0,0,1,4.5,0,0,2
Garrett Temple,TOR,37,15,2,13,11,3,1,3.2,31.3,0.3,1.5,22.7,0.7,0.8,83.3,0.8,0.9,1.7,1.2,0.5,0.3,0.1,1.1,7.5,0,0,-3.5
Henri Drell,CHI,23,3,2,1,9,3,1,2.7,37.5,0.7,1.7,40,0.3,0.7,50,0,1,1,0.7,0.7,0.7,0.3,2,7.5,0,0,1
Jordan Ford,SAC,25,4,1,3,4.8,3,1,1.5,66.7,0.5,0.5,100,0.5,0.5,100,0,0.5,0.5,0.5,0.3,0,0,0,4.1,0,0,4.8
Saben Lee,PHX,24,9,5,4,7.6,3,0.9,2.1,42.1,0,0.3,0,1.2,1.2,100,0.6,1,1.6,1.1,0.4,0.1,0.1,0.4,6.8,0,0,0.4
Theo Maledon,PHX,22,8,2,6,13.2,3,1.3,4.8,26.3,0.5,2.4,21.1,0,0,0,0.5,1.1,1.6,2.4,1.1,0.3,0,1.5,8.1,0,0,-1.9
Ousmane Dieng,OKC,20,12,5,7,8.8,2.9,0.9,2.9,31.4,0.8,2.3,32.1,0.3,0.3,100,0.3,0.8,1.1,0.8,0.5,0.2,0.2,0.7,6,0,0,-0.7
Markieff Morris,DAL,34,16,11,5,8.2,2.9,1,2.5,40,0.7,1.7,40.7,0.2,0.3,75,0.1,1.4,1.5,0.7,0.7,0.2,0.1,0.3,6,0,0,-2.1
Amari Bailey,CHA,20,7,1,6,7.7,2.9,1,2.9,35,0.1,0.9,16.7,0.7,0.7,100,0.9,0.4,1.3,1,0.4,0.4,0,0.3,6.8,0,0,1.3
Trevelin Queen,ORL,27,6,1,5,16.6,2.8,1.2,3.2,36.8,0,1.5,0,0.5,0.7,75,0.2,2,2.2,1.7,0.5,0.7,0.8,1.8,11.9,0,0,2.3
Luka Garza,MIN,25,15,9,6,4.4,2.8,0.9,2.5,37.8,0.3,1.3,26.3,0.6,0.7,81.8,0.6,0.5,1.1,0.2,0.3,0.1,0,1.1,4.2,0,0,0.1
Anthony Gill,WAS,31,24,5,19,6.8,2.8,1.1,2.6,43.5,0.1,0.7,11.8,0.5,0.6,73.3,0.8,1,1.7,0.6,0.2,0.1,0.4,0.4,6.9,0,0,1.9
Jacob Toppin,NYK,23,4,1,3,5.3,2.8,1,1.8,57.1,0.3,0.8,33.3,0.5,0.5,100,0.5,0.5,1,0.3,0.3,0,0.3,0.8,4.8,0,0,-4.5
Jaden Springer,BOS,21,24,15,9,8.3,2.8,0.9,2.2,42.3,0.3,0.8,30,0.7,0.8,84.2,0.4,0.8,1.2,0.5,0.7,0.5,0.3,1.2,6.5,0,0,-1.1
AJ Green,MIL,24,23,11,12,8.7,2.7,1,2.7,34.9,0.7,2.3,30.8,0.1,0.2,75,0,0.9,0.9,0.5,0.2,0,0,0.9,4.6,0,0,0.1
Furkan Korkmaz,PHI,26,15,7,8,8.3,2.7,0.9,2.4,38.9,0.5,1.5,34.8,0.3,0.5,71.4,0,0.8,0.8,0.9,0.1,0.3,0,0.6,5.8,0,0,2.8
Dwight Powell,DAL,32,32,18,14,13.1,2.7,1.1,1.8,60.3,0,0.1,0,0.5,0.9,60.7,1.5,1.9,3.4,1.2,0.5,0.3,0.4,2,10.2,1,0,-1.8
Colby Jones,SAC,21,14,5,9,10,2.7,1.1,3.4,33.3,0.1,1.4,10.5,0.3,0.6,44.4,0.9,1.1,1.9,0.8,0.5,0.4,0.3,1.6,7.9,0,0,2.4
Greg Brown III,DAL,22,3,1,2,7.2,2.7,0.7,1.7,40,0,0.3,0,1.3,3,44.4,0.7,1.7,2.3,0.7,0.3,0,0,0.7,6.1,0,0,0
Mouhamadou Gueye,TOR,25,3,0,3,16.4,2.7,1,4,25,0,0.3,0,0.7,1,66.7,1.3,2,3.3,0.3,0.3,0.3,2.3,2.7,14.8,0,0,-12.3
Terquavion Smith,PHI,21,6,4,2,5.4,2.7,0.8,2.8,29.4,0.7,2.3,28.6,0.3,0.3,100,0,0.2,0.2,1.2,0.5,0.8,0,0.7,6.6,0,0,0.2
TyTy Washington Jr.,MIL,22,3,1,2,7.9,2.7,1.3,3.3,40,0,1,0,0,0,0,0,0.7,0.7,1.3,0.3,0.7,0,0,7.1,0,0,-2.7
Tristan Thompson,CLE,33,26,12,14,10.3,2.6,1.2,2,60.4,0,0,0,0.2,0.6,25,1.3,1.9,3.2,0.7,0.6,0.3,0.3,0.8,8.5,1,0,-0.3
Malik Williams,TOR,25,5,1,4,17.5,2.6,1.2,5.2,23.1,0.2,0.8,25,0,0,0,2,3.4,5.4,0.4,0.6,0.6,0.6,2,12.7,0,0,-11
Gabe Vincent,LAL,27,7,4,3,18.3,2.6,1.1,3.9,29.6,0.3,2.4,11.8,0,0,0,0.4,0.3,0.7,1.4,0.6,0.4,0,2,6.3,0,0,1
Otto Porter Jr.,TOR,30,11,4,7,10.8,2.5,0.9,1.9,47.6,0.5,1.5,37.5,0.2,0.2,100,0.3,1.7,2,0.5,0.1,0.3,0.2,1.3,7,0,0,0.9
Wesley Matthews,ATL,37,21,6,15,11.1,2.5,0.8,2.4,32,0.5,1.6,32.4,0.4,0.6,75,0,1,1.1,0.6,0,0.3,0.3,1,6.5,0,0,-3.2
Jalen Hood-Schifino,LAL,20,9,2,7,6.6,2.4,0.7,2.1,31.6,0.2,1.2,18.2,0.9,1.6,57.1,0,0.3,0.3,0.4,0.6,0.1,0.1,0.9,3.6,0,0,-4.1
Emoni Bates,CLE,20,5,4,1,5.5,2.4,0.8,2,40,0.8,1.8,44.4,0,0,0,0,0.4,0.4,0.8,0,0,0.2,0.4,4.7,0,0,0.4
Jamaree Bouyea,SAS,24,5,1,4,9.2,2.4,1.2,2.8,42.9,0,0.6,0,0,0,0,0.2,1.2,1.4,0.8,1.2,0.2,0,0.8,4.7,0,0,-4.4
D'Moi Hodge,LAL,25,6,1,5,6.6,2.3,0.8,2.5,33.3,0.5,2,25,0.2,0.3,50,0,0,0,0.8,0.2,0.2,0.2,0.7,4.4,0,0,-5.2
Taj Gibson,DET,38,13,4,9,9.2,2.3,1.1,2,53.8,0.2,0.5,33.3,0,0,0,0.7,1.2,1.9,0.3,0.2,0.2,0.3,1.5,6.5,0,0,-2.5
Cole Swider,MIA,24,11,5,6,4.4,2.3,0.8,2.1,39.1,0.5,1.6,27.8,0.2,0.2,100,0.1,0.3,0.4,0.4,0.5,0.1,0.1,0.1,3.3,0,0,0.5
Onuralp Bitim,CHI,25,11,6,5,10.2,2.3,0.8,2.8,29,0.5,1.9,23.8,0.2,0.3,66.7,0.2,0.4,0.5,0.4,0.5,0.2,0.1,0.8,3.8,0,0,-3.9
Justin Minaya,POR,25,16,1,15,12.1,2.3,0.9,2.5,35,0.4,1.6,24,0.1,0.2,66.7,0.9,0.8,1.7,0.8,0.4,0.4,0.5,1,7.7,0,0,-3.3
Cory Joseph,GSW,32,10,3,7,10.3,2.2,0.8,2.1,38.1,0.3,1.3,23.1,0.3,0.4,75,0,1,1,2,0.2,0.3,0.1,0.9,7.4,0,0,1
Daishen Nix,MIN,22,10,6,4,2.6,2.2,0.7,1.5,46.7,0.5,1.1,45.5,0.3,0.6,50,0.1,0,0.1,0.3,0.3,0.3,0,0.2,3.4,0,0,2.1
Jericho Sims,NYK,25,21,12,9,12.1,2.2,1,1.4,66.7,0,0,0,0.3,0.3,85.7,1,1.8,2.8,0.6,0.3,0.1,0.4,1,7.8,0,0,-0.7
