Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Aaron Holiday,HOU,27,38,25,13,17.2,7.1,2.5,5.6,44.8,1.3,3,42.6,0.8,0.9,94.1,0.3,1.5,1.7,1.8,0.7,0.5,0.1,1.6,12.9,0,0,1.8
Bruno Fernando,ATL,25,20,10,10,16.1,7.1,2.9,4.5,64,0,0.2,0,1.4,2.4,56.3,1.5,2.8,4.3,1.2,0.8,0.6,0.8,2.3,17.2,0,0,0.6
Cameron Payne,PHI,29,39,28,11,16.5,7,2.6,5.9,43.3,1.2,3.3,35.9,0.7,0.8,93.3,0.4,1.2,1.6,2.6,0.8,0.6,0.1,1.6,14,1,0,0.4
Aaron Wiggins,OKC,25,40,32,8,15.4,7,2.7,4.8,57.1,0.9,1.9,49.3,0.7,0.9,74.3,0.9,1.7,2.6,1.2,0.7,0.5,0.2,1.1,13.3,0,0,3
Ben Simmons,BKN,27,7,2,5,22.9,7,3.1,5.3,59.5,0,0,0,0.7,1.4,50,2,5.4,7.4,6.6,1.7,0.9,0.6,2.4,28.3,1,0,-1.3
Christian Wood,LAL,28,24,18,6,17.2,6.9,2.4,5,48.3,0.6,1.9,32.6,1.4,1.8,79.1,0.9,4.3,5.3,1.2,1.2,0.4,0.9,1.8,17.5,1,0,3.8
Jordan Goodwin,MEM,25,32,15,17,20.2,6.9,2.5,7.1,35.1,0.8,2.7,29.1,1.1,1.4,77.8,1.6,2.9,4.4,2.9,1,0.9,0.4,1.5,19.4,2,0,-5.1
Justin Champagnie,WAS,22,7,2,5,18.3,6.9,2.3,5.4,42.1,1,3,33.3,1.3,1.4,90,2.1,2.7,4.9,1.3,0.9,0.7,0.1,0.9,16.3,0,0,-6
Amir Coffey,LAC,26,34,21,13,21.5,6.9,2.5,5.4,46.4,1.1,2.9,38.4,0.7,0.9,83.3,0.5,1.9,2.3,1.1,0.3,0.4,0.2,1.5,12.9,1,0,-0.8
Brice Sensabaugh,UTA,20,19,6,13,16.6,6.8,2.4,6.2,39,1.1,3.3,32.3,0.9,0.9,100,0.5,2.7,3.3,1.7,0.9,0.2,0,1.2,13.1,1,0,-3.5
Neemias Queta,BOS,24,16,14,2,13.7,6.8,3.1,4.4,69,0,0,0,0.7,0.9,73.3,2.1,2.8,4.9,0.8,0.6,0.5,1.1,1.9,17.9,0,0,7
Vit Krejci,ATL,23,10,6,4,27.5,6.8,2.7,5.2,51.9,1.4,3.4,41.2,0,0,0,0.6,2.3,2.9,1.8,1.3,0.7,0.2,2.4,14.4,0,0,2.3
Dennis Smith Jr.,BKN,26,29,12,17,20.2,6.8,2.8,6.5,43.4,0.5,2.1,24.6,0.6,0.9,66.7,1.1,2.4,3.4,4.1,1.2,1.3,0.4,2.2,21,3,0,0.7
Kyle Anderson,MIN,30,39,29,10,22.1,6.7,2.6,5.3,50,0.2,0.6,36,1.2,1.7,70.8,0.6,2.6,3.2,4.2,1.1,0.8,0.7,1.5,20.5,0,0,1.3
Jared Butler,WAS,23,21,4,17,15.6,6.7,2.6,5.2,49.5,0.8,2.4,33.3,0.7,0.8,88.2,0.2,1.1,1.4,3.4,1.4,0.8,0.1,1.7,14.9,1,0,-1
Cason Wallace,OKC,20,41,33,8,20.9,6.7,2.6,5.2,50,1.1,2.8,40.4,0.3,0.4,72.2,0.5,1.9,2.4,1.6,0.6,0.7,0.5,1.7,15.1,0,0,3.6
Davis Bertans,CHA,31,24,13,11,15.5,6.6,2.1,5,41.3,1.7,4.4,39,0.8,0.8,90,0.2,1.3,1.5,0.8,0.3,0.6,0.2,1.4,11.8,0,0,-0.7
Xavier Tillman,BOS,25,24,13,11,19.3,6.6,2.9,5.9,48.9,0.4,1.6,23.1,0.5,1.3,40,1.2,2.8,4,1.5,0.5,1.3,0.7,1.4,18.9,1,0,-0.2
Gary Harris,ORL,29,25,21,4,23.6,6.6,2.4,5.4,44.8,1.3,3.8,33.7,0.5,0.7,76.5,0.6,1.3,1.9,1.5,0.6,1,0.3,1.6,14.5,0,0,7
Christian Braun,DEN,23,41,33,8,19.9,6.6,2.4,5.3,45.4,0.6,1.8,34.7,1.2,1.9,63.2,0.9,2.6,3.5,1.5,0.6,0.4,0.4,1.8,14.7,1,0,1.7
Jose Alvarado,NOP,26,25,15,10,16,6.6,2.5,6.2,40.4,1.2,3.7,31.5,0.4,0.6,56.3,0.4,1.4,1.8,1.8,0.9,1.1,0.3,1.4,14.8,0,0,2.6
Craig Porter Jr.,CLE,24,27,15,12,13.5,6.6,2.7,5.3,51.4,0.4,0.9,44,0.7,0.9,83.3,0.4,1.5,2,2.5,0.9,0.4,0.4,0.8,14.2,0,0,-1.5
Naji Marshall,NOP,26,34,19,15,18.7,6.5,2.4,5.3,44.7,0.8,2.3,35.9,1,1.2,85,0.7,2.3,3,1.8,1.1,0.7,0.2,1.4,14.5,0,0,1.3
Killian Hayes,DET,22,23,4,19,24.2,6.5,2.6,6.1,42.1,0.5,1.4,36.4,0.9,1.1,76.9,0.3,2.5,2.8,5.3,1.4,1,0.5,1.8,20.8,0,0,-4.2
Julian Champagnie,SAS,22,35,10,25,21.6,6.5,2,5.2,39,1.4,3.8,37.1,1,1.3,77.8,0.4,2.1,2.6,1.5,0.8,0.6,0.5,1.2,14.5,0,0,-1.2
Devonte' Graham,SAS,29,11,4,7,14.1,6.5,2.2,5.2,42.1,1.6,4.1,40,0.5,0.6,71.4,0.3,1.2,1.5,2.3,1.1,0.2,0,0.4,11.1,0,0,1.4
Tosan Evbuomwan,DET,23,7,0,7,21.4,6.4,2.3,4.7,48.5,0.7,2.3,31.3,1.1,1.7,66.7,0.9,2.7,3.6,0.7,0.7,0.1,0.4,1.3,12.8,0,0,-7.3
David Roddy,PHX,23,29,8,21,17.7,6.4,2.5,6.1,40.9,0.8,2.7,29.1,0.6,0.9,72,0.8,2.5,3.3,1.1,0.9,0.4,0.1,1.2,12.6,0,0,-4.9
Mitchell Robinson,NYK,26,12,9,3,25.8,6.3,2.4,4.3,56.9,0,0,0,1.5,3.6,41.9,5,4.3,9.3,0.5,0.7,1.1,1.1,2,24,1,0,2
Robert Williams III,POR,26,3,1,2,17,6.3,2.7,4,66.7,0,0,0,1,1.3,75,2.3,3,5.3,0.7,1,0.7,0.3,2.3,15.7,0,0,-3.7
