Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Joel Embiid,PHI,30,24,19,5,33.9,35.7,11.7,22.1,52.8,1.5,3.7,39.3,10.9,12.2,89.4,2.6,9.1,11.8,6,3.9,1.3,2,3.1,64.7,22,2,7.7
Luka Doncic,DAL,25,34,21,13,37.9,34.2,11.5,23.7,48.5,3.6,9.9,36.8,7.6,9.6,78.8,0.9,8.2,9.1,10,4.2,1.5,0.5,2.2,61.9,22,9,5.6
Shai Gilgeous-Alexander,OKC,25,38,32,6,33.6,30.8,10.6,19.8,53.6,1.3,4.1,33.1,8.2,9.3,87.8,0.9,4.9,5.9,6.6,1.7,2.1,0.8,2.4,54.5,4,0,13.9
Donovan Mitchell,CLE,27,26,20,6,35.2,29.7,10,20.9,48,3.4,9.3,36.4,6.2,7.1,87,1.2,3.7,4.9,6.6,2.5,2.1,0.5,1.8,50.6,4,0,8.3
Giannis Antetokounmpo,MIL,29,38,28,10,34.1,28.2,10.7,18.1,59,0.4,1.6,23.7,6.5,10,65,2.8,8.9,11.7,6.3,3.5,1.1,1.2,2.7,55.2,27,7,6.1
Kevin Durant,PHX,35,36,22,14,36.9,28,10.1,19.1,53,2.2,5.1,42.6,5.6,6.6,86,0.6,5.4,6.1,5.1,3.1,0.7,1.3,1.9,46,6,0,3.6
Jalen Brunson,NYK,27,37,27,10,35.4,27.9,10.2,21.3,47.7,2.6,6.6,39.8,4.9,5.9,84.3,0.6,2.9,3.5,7.2,2.2,0.9,0.1,2.1,44.1,6,0,9.3
Stephen Curry,GSW,36,36,19,17,33,27.3,8.9,19.8,45.1,4.9,11.7,41.9,4.4,4.8,92,0.4,3.9,4.3,4.6,3.1,0.7,0.4,1.8,39.5,1,0,0.3
Kyrie Irving,DAL,32,29,21,8,36,27,9.8,20.3,48.3,3.1,7.8,40,4.3,4.7,92,1,4.9,5.9,5.3,1.8,1.3,0.6,1.8,45.8,3,0,6.1
Jayson Tatum,BOS,26,36,32,4,34.6,26.7,8.9,19,46.8,3.1,8.5,36.7,5.8,6.9,83.5,0.8,6.9,7.7,4.9,2.4,0.8,0.6,2.1,45.4,10,0,11.2
LaMelo Ball,CHA,22,11,4,7,33.4,26.3,9.2,20.8,44.1,3.6,9.7,37.4,4.3,5.1,83.9,1.3,4,5.3,8.7,4.5,1.7,0.2,3.5,47,3,0,-3.9
Nikola Jokic,DEN,29,41,33,8,35,26.2,10.1,17.4,58.4,0.8,2.5,32.7,5.1,6.2,81.3,2.8,9.7,12.4,9.5,2.8,1.5,0.9,2.5,59.7,35,16,11.5
Tyrese Maxey,PHI,23,36,23,13,37.2,26.1,9.1,20.1,45,3.2,8.3,39.1,4.8,5.4,89.2,0.5,3.3,3.8,6.3,1.9,0.9,0.5,2.1,42.4,5,0,6
Damian Lillard,MIL,33,39,31,8,35.4,25.4,7.6,17.8,42.7,3.1,8.7,35.6,7,7.5,93.8,0.4,4.1,4.5,6.7,2.6,1,0.2,1.8,41.9,5,0,7.8
Devin Booker,PHX,27,32,22,10,35.5,25.1,8.3,17.6,47.1,2.2,5.8,38.6,6.3,7.2,88.2,0.8,3.5,4.3,7.4,2.8,1.1,0.2,3.2,42.4,9,0,5.1
Anthony Edwards,MIN,22,40,29,11,34.8,25.1,8.6,18.4,46.7,2.3,6.4,35.5,5.7,6.8,83.1,0.5,5,5.4,5,3.2,1.3,0.5,1.5,41.2,3,0,8.1
De'Aaron Fox,SAC,26,38,21,17,35.8,25,9.2,19.9,46.2,2.4,6.7,35.6,4.2,5.7,74.4,0.8,3.8,4.6,6.4,2.7,1.9,0.5,2.7,44.8,5,0,4.1
LeBron James,LAL,39,39,26,13,34.5,24.8,9.3,17.5,52.8,2,5,40.7,4.3,5.5,77.6,0.7,6,6.7,8.8,3.5,1.2,0.4,0.9,47.2,15,2,5.4
Trae Young,ATL,25,30,13,17,35.9,24.6,7.5,17.6,42.7,3,7.8,38.2,6.7,7.5,88.5,0.4,2.1,2.4,10.7,4.1,1.5,0.3,2.1,44.6,19,0,-0.8
Lauri Markkanen,UTA,26,28,15,13,33.3,24.2,8,16,49.8,3.1,7.5,41.6,5.2,5.8,89.5,2,6.7,8.7,1.9,1.4,0.9,0.5,1.7,40.5,12,0,4.1
Anthony Davis,LAL,31,41,28,13,34.6,24,9.1,15.8,58,0.3,1,25.6,5.4,6.6,82,3.2,9.1,12.3,3.8,1.8,1.3,2.4,2.3,53.5,33,0,4.2
DeMar DeRozan,CHI,34,39,19,20,37.8,23.7,8.1,17.1,47,0.9,2.9,31.3,6.7,7.8,85.8,0.6,3.6,4.2,5.3,1.7,1.2,0.7,2.1,40.7,3,0,0.5
Jerami Grant,POR,30,28,9,19,36.7,23.6,8,17.4,46.1,2.1,5.4,39.7,5.4,6.6,81.7,0.9,3.2,4.1,3.3,2.5,0.9,0.4,2.4,34.9,1,0,-5
Cam Thomas,BKN,22,31,12,19,31.8,23.3,8.2,18.9,43.4,2.4,6.4,38.1,4.5,5.1,87.9,0.5,3,3.5,2.6,1.8,0.8,0.3,2.2,32.8,0,0,-0.5
Julius Randle,NYK,29,21,16,5,34.8,23.2,8.4,18,46.7,2,5.7,34.2,4.5,5.8,77.7,2.1,7,9.1,4.8,3.4,0.7,0.2,2.3,40.5,6,1,7.3
Jaylen Brown,BOS,27,35,31,4,32.5,23.2,8.9,17,52.4,2.2,5.6,39.5,3.1,4.1,77.5,1.1,4.4,5.5,3.7,2.3,1.1,0.6,2.6,37.9,3,0,6.9
Cade Cunningham,DET,22,30,5,25,34.3,23,8.4,19.1,44.1,1.8,5.4,33.5,4.4,4.9,89.1,0.6,4.3,4.9,8.3,3.6,1.1,0.3,2.5,41.8,11,0,-4.8
Dejounte Murray,ATL,27,39,20,19,36.5,22.8,9,19.2,46.8,2.5,7.1,36,2.3,2.9,80.5,0.8,4.9,5.8,6.9,2.7,1.5,0.3,1.9,42.6,11,1,0.9
Ja Morant,MEM,24,4,2,2,33.9,22.8,7,15.3,45.9,2.3,5.5,40.9,6.5,8,81.3,0.3,5,5.3,7.5,2,0.5,0,1.8,39.8,1,0,-0.5
Victor Wembanyama,SAS,20,38,10,28,30.7,22.7,8.2,17.4,47.1,2,6,33.6,4.3,5.4,79.4,2.6,8.9,11.5,4,3.9,1.4,3.4,2.3,52.9,26,0,-1.6
Paul George,LAC,33,35,24,11,33.2,22.5,8.2,17.4,47.2,2.9,7.5,39.2,3.1,3.5,90.2,0.7,4.8,5.4,3.7,2.3,1.5,0.5,2.7,38.1,1,0,5.7
Zion Williamson,NOP,23,36,20,16,31.1,22.5,8.8,15,58.5,0.1,0.2,50,4.9,7.2,67.7,1.6,3.9,5.5,5.2,2.6,1,0.5,2.3,38.9,6,0,1.9
Miles Bridges,CHA,26,35,10,25,38.1,22.3,8.5,17.7,47.8,2.5,6.8,36.1,2.9,3.4,85,1.1,6.6,7.7,3.7,2,1,0.6,1.9,39.8,11,0,-5.9
Desmond Bane,MEM,25,19,3,16,35.4,22.3,8.1,18.4,44,3.4,8.9,38.5,2.6,3.2,83.3,0.9,3.6,4.5,6,2.6,1.1,0.4,2.9,38.3,2,0,-4.2
Alperen Sengun,HOU,21,32,21,11,32.9,22,8.7,15.6,55.8,0.5,1.7,28.3,4.1,5.6,73.7,2.7,7.1,9.8,5.6,2.6,1.3,0.7,3.2,45.3,15,2,5.1
Anfernee Simons,POR,24,25,7,18,34.6,22,7.8,18.2,43.1,3.1,8.6,36.1,3.2,3.5,90.9,0.5,3.2,3.6,5.3,2.7,0.6,0.1,2.4,33.8,0,0,-5
Pascal Siakam,IND,30,39,22,17,33.2,22,8.7,16,54.3,1.2,3.3,36.7,3.5,4.5,76.7,1.8,5.5,7.3,4.2,1.8,0.8,0.3,2.3,38.5,7,1,3.5
Kawhi Leonard,LAC,32,31,20,11,34.1,21.8,7.9,15.8,50,1.8,4.5,40,4.2,4.7,89.7,1.1,4.7,5.9,4,2,1.5,0.8,1.2,40,1,1,5.3
Kyle Kuzma,WAS,28,34,6,28,33.5,21.8,8.7,19.2,45.4,2.2,6.9,32.3,2.1,2.7,79.1,0.7,6.1,6.8,4.8,2.8,0.5,0.7,2.2,37.9,8,0,-8.5
Brandon Ingram,NOP,26,30,18,12,33,21.7,7.9,15.5,51.2,1.7,3.9,44.1,4.1,5.1,81.6,0.7,4.4,5.1,5.8,2.2,1,0.7,2.2,39.3,2,1,5.3
Paolo Banchero,ORL,21,40,28,12,34.6,21.4,7.8,16.2,48.2,1.5,4.5,33.7,4.3,5.7,74.2,0.8,6.1,6.8,5.5,3,0.8,0.5,1.8,38.6,10,1,4.4
Jaren Jackson Jr.,MEM,24,30,6,24,32.8,21.3,7.3,17.3,42.3,1.7,5.6,30.8,4.9,6.1,80.2,1.3,4.1,5.4,2.5,2.4,1.2,1.7,3.5,37.8,0,0,-7.1
Jimmy Butler,MIA,34,32,17,15,34.1,21.3,6.8,13.4,50.8,1,2.4,41.6,6.6,7.6,87.6,2.1,3.5,5.6,5.1,1.9,1.2,0.2,1,37.9,4,1,2.6
Tyler Herro,MIA,24,21,12,9,33.4,21.2,7.8,17.3,45.1,3.4,8,42,2.2,2.6,85.2,0.5,4.8,5.2,4.8,2.5,0.9,0,1.3,35,1,0,2.9
Jamal Murray,DEN,27,31,26,5,30.9,21.1,8,16.2,49.1,2.5,5.8,44.1,2.6,3.1,83.3,0.7,3,3.8,6.8,2,1,0.6,1.7,38.5,5,0,7.4
Mikal Bridges,BKN,27,41,20,21,35.1,21,7.6,16.5,46,2.8,7.2,38.6,3.1,3.8,80.9,1,3.9,4.9,3.6,2.1,1.2,0.5,1.5,35.5,2,0,2.5
Scottie Barnes,TOR,22,30,12,18,34.3,20.6,8,16.2,49.7,1.5,4.4,33.8,3,3.8,79.8,2.7,6.6,9.3,5.9,2.9,1.3,1.5,2,45.9,15,1,0.6
RJ Barrett,TOR,23,29,14,15,32,20.6,7.8,15.6,50.3,1.4,4.1,34.5,3.5,5.3,66.2,0.9,4.6,5.5,3.3,2.3,0.5,0.3,1.9,32.3,0,0,-1.6
Collin Sexton,UTA,25,39,20,19,27.5,20.4,6.9,13.7,50.4,2,4.8,41.9,4.5,5,90.3,1,1.8,2.8,5.1,2.3,0.6,0.3,2.3,31.8,2,0,2.3
Karl-Anthony Towns,MIN,28,32,23,9,32.5,20.3,7,14.6,48.1,2.2,5.3,41.4,4.2,4.9,84.2,1.4,6.8,8.2,3,3.3,0.8,0.7,3.4,35.7,11,0,5.5
Devin Vassell,SAS,23,33,10,23,34.6,20.3,7.5,16,47.2,2.6,7,36.6,2.6,3.2,81.3,0.3,3.8,4.1,4.1,1.6,1,0.3,1.2,33.5,0,0,-3.5
Kristaps Porzingis,BOS,28,28,25,3,28.7,20.2,6.8,12.8,53.2,2.1,5.1,41.5,4.5,5,88.7,1.6,5.9,7.5,1.8,1.6,0.7,1.5,2.6,36.8,8,0,7.8
Franz Wagner,ORL,22,38,28,10,31.4,20,7.4,14.6,50.5,1.2,4.2,28.8,4,4.7,85.5,1,4,5,3.7,1.6,1,0.4,2,34.3,0,0,5.3
Jalen Green,HOU,22,41,27,14,31.6,20,7.2,16.5,43.4,2.5,7.4,34,3.1,4,78.5,0.5,4.5,5,3.3,2,0.9,0.3,1.1,32.7,2,0,4.1
CJ McCollum,NOP,32,33,17,16,32.8,19.9,7.2,16.4,43.7,3.4,8.6,38.9,2.2,2.6,83.5,0.8,3.7,4.5,4.8,1.5,1.1,0.7,1.9,36.2,1,0,2.1
Zach LaVine,CHI,29,13,6,7,35.4,19.8,6.8,14.7,46.6,2.4,6.9,34.4,3.7,4.3,85.7,0.2,5.8,6,4.4,2.2,0.9,0.4,2.5,35.2,1,0,-0.7
Domantas Sabonis,SAC,27,41,24,17,35.8,19.5,7.7,13.3,57.8,0.4,1.2,35.4,3.7,5.3,69.7,3.3,10.3,13.7,8.3,3.4,1,0.5,3,49.4,39,14,1.9
Jordan Clarkson,UTA,31,29,15,14,32.1,19.5,6.8,15.9,42.8,2.1,6.2,34.3,3.8,4.3,86.5,0.9,2.9,3.8,5.6,2.2,0.7,0.1,1.8,32.5,5,1,0.6
Tyrese Haliburton,IND,24,36,22,14,31.7,19.3,7,14.8,47.3,2.4,7.1,33.9,2.9,3.2,90.5,0.4,3.2,3.6,10.9,2.5,1.3,0.7,1.2,43.2,22,1,4.7
D'Angelo Russell,LAL,28,38,27,11,31.9,19.2,7,14.4,48.5,3.3,7.4,44.7,1.9,2.2,84.7,0.4,2.6,3,5.8,1.9,0.9,0.4,1.9,33.6,4,0,5.6
Terry Rozier,MIA,30,30,11,19,33,18.7,6.8,15.5,44,2.4,6.6,35.9,2.6,3.1,85.9,0.6,3.3,3.9,5.6,1.7,0.8,0.2,1.8,33.2,2,0,-4.3
Darius Garland,CLE,24,25,16,9,32.9,18.6,6.8,14.2,47.6,2.4,6,39.7,2.7,3.2,82.7,0.5,1.8,2.2,6.9,3.2,0.8,0.1,1.4,31,4,0,3.2
Bam Adebayo,MIA,26,36,20,16,32.6,18.5,7.4,14.2,52.1,0.2,0.6,40,3.5,4.7,74,2.3,7.7,9.9,3.9,2,1,1.1,2.1,40.5,19,1,1.8
Brandon Miller,CHA,21,40,11,29,33.4,18.4,6.8,15,44.9,2.7,7,38,2.3,2.6,85.7,0.9,3.7,4.6,2.5,1.9,0.8,0.7,2.5,30,0,0,-5.1
Coby White,CHI,24,38,18,20,36.1,18.2,6.4,15.3,41.9,2.5,7.2,35.2,2.8,3.3,86.4,0.6,4,4.6,5.1,2.1,0.6,0.2,2.5,31.6,3,0,-0.9
Jalen Williams,OKC,23,35,29,6,29.9,18.1,7.3,13,56.4,1.4,3.2,45,2.1,2.6,80,0.5,3.5,3.9,4.2,1.8,0.9,0.9,2.3,32.7,1,0,7.5
Bogdan Bogdanovic,ATL,31,40,20,20,30.2,17.9,6.4,14.3,44.4,3.2,8.5,37.6,2,2.2,92,0.7,2.6,3.2,3.4,1.4,1.2,0.3,2.3,30,1,0,3.4
Michael Porter Jr.,DEN,25,41,33,8,31.5,17.9,6.9,13.8,50.2,2.9,7.1,40.9,1.1,1.4,83.9,1.3,5.6,6.9,1.6,1.2,0.5,0.7,1.6,31.1,8,0,10.4
Malcolm Brogdon,POR,31,17,9,8,31.8,17.8,6.2,13.4,46.1,2.5,6.2,40,2.9,3.4,86.2,0.6,3.8,4.4,5.8,1.2,0.9,0.1,1.7,33.5,2,0,-0.3
Myles Turner,IND,28,38,25,13,27.3,17.8,6.4,11.8,54.7,1.6,4.3,37.8,3.2,4.1,79.9,1.6,6,7.6,1.3,1.4,0.6,1.8,2.9,34.5,10,0,6.2
Keegan Murray,SAC,23,38,22,16,34.2,17.5,6.4,13.4,47.5,2.8,7.1,40.3,1.9,2.3,83,1.6,4.2,5.8,1.6,0.9,1.2,0.5,2.7,31.1,5,0,2.1
Bradley Beal,PHX,30,27,16,11,32.2,17.5,6.8,13.1,51.5,1.6,3.7,42.6,2.3,2.9,80.8,1,2.9,3.9,4.4,2.5,0.8,0.6,2.3,30.6,1,0,0.1
Nikola Vucevic,CHI,33,38,18,20,33.6,17.4,7.4,15.2,49,1.1,4,28.5,1.4,1.6,85.2,2.4,7.4,9.9,3.1,1.8,0.6,0.9,2.4,36.5,18,0,-3.9
Klay Thompson,GSW,34,40,20,20,29,17.2,6,14.8,40.3,3.3,8.8,37.2,2,2.1,96.3,0.4,2.6,3,2.6,1.5,0.6,0.6,1.8,26.5,0,0,1.2
Deandre Ayton,POR,25,29,7,22,32.1,17.1,8,14.2,56.2,0,0.2,16.7,1.2,1.4,85,3.3,8.2,11.4,1.4,2,1,0.7,1.9,36.1,18,0,-5
Jordan Poole,WAS,24,38,7,31,31.2,17.1,6.4,15.1,42.3,2.2,7.2,30.7,2.1,2.4,87,0.4,2.5,2.9,4.9,2.6,1,0.3,3.2,29.4,3,0,-7.3
Jarrett Allen,CLE,25,38,26,12,32.2,17.1,7.1,10.3,69,0,0.1,0,2.9,3.8,75.9,3.1,7.6,10.8,2.9,1.6,0.8,1.1,1.9,38.3,23,0,5.8
Fred VanVleet,HOU,30,39,26,13,35.6,16.9,5.7,13.4,42.3,3.2,7.8,40.5,2.4,2.8,87.2,0.4,3.4,3.8,8,1.9,1.4,0.6,2.2,37.5,8,0,5.9
De'Andre Hunter,ATL,26,26,14,12,29.9,16.8,6,12.4,48.8,2.1,5.4,39,2.6,3.2,81.9,0.8,4.5,5.3,1.6,1.5,0.6,0.4,2.2,26.9,3,0,1.7
Immanuel Quickley,TOR,24,28,13,15,30.2,16.8,5.8,13.2,43.5,2.6,6.6,39.7,2.7,3.2,84.3,0.3,3.9,4.2,5.3,1.4,0.9,0.2,1.6,31.6,4,0,2.4
Chet Holmgren,OKC,21,41,33,8,29,16.8,6.3,11.4,55.2,1.6,4.1,37.6,2.6,3.1,82.2,1.6,6.1,7.7,2.4,1.7,0.7,2.4,2.3,37.2,11,0,9.1
Keldon Johnson,SAS,24,34,10,24,30.4,16.7,6.1,12.9,47.1,2.2,5.6,38.7,2.4,2.9,82,1.6,4.2,5.8,3.1,1.4,0.7,0.4,2,30.1,5,0,-4.1
Tobias Harris,PHI,31,36,23,13,33.9,16.7,6.3,12.5,50.6,1.3,3.5,38.1,2.7,3,90.7,1,5.6,6.6,3.3,1.1,1,0.7,1.8,33.4,4,0,6.4
James Harden,LAC,34,36,22,14,33.8,16.6,5,11.5,43.6,2.4,6.6,37,4.1,4.6,89.1,0.4,4.5,4.9,8.8,2.7,1,0.9,1.9,38.4,13,2,2.1
Bennedict Mathurin,IND,21,31,19,12,28,16.5,5.6,12.2,46.2,1.8,4.1,43.8,3.4,4,85.4,1.2,3.4,4.6,2.5,1.6,0.9,0.2,2.4,27.2,2,0,1
Jalen Johnson,ATL,22,30,16,14,34.3,16,6.3,11.7,53.7,1.2,3,39.6,2.2,2.8,78.6,1.1,7.5,8.6,4.1,2.1,1.3,1,2.7,37.3,11,1,0.8
Malik Monk,SAC,26,35,21,14,26.6,15.9,5.6,12.5,44.7,2.1,6.2,34.6,2.7,3.2,82.3,0.5,2.5,3,5.5,1.9,0.7,0.6,2.1,29.8,2,0,1.3
Donte DiVincenzo,NYK,27,41,27,14,30.2,15.9,5.5,13.2,41.8,3.5,9.2,37.9,1.3,1.8,71.6,0.8,3,3.8,2.8,1.6,1.2,0.5,2,28.1,0,0,5.1
Bojan Bogdanovic,NYK,35,32,11,21,26.3,15.8,5.4,12,45.3,2.5,6.3,39.9,2.4,3.1,78.8,0.2,2.1,2.3,1.7,1.7,0.5,0.1,1.8,21.4,0,0,-6.7
Austin Reaves,LAL,25,42,28,14,31.9,15.6,5.4,11,49.2,1.8,4.7,39.1,2.9,3.4,86.6,0.7,3.9,4.5,5.7,2.1,0.7,0.2,2,30.3,4,0,1.7
John Collins,UTA,26,36,19,17,28.3,15.6,5.9,11.2,52.2,1.5,3.9,37.9,2.4,2.9,83.7,2.4,6.6,8.9,1.3,1.4,0.7,1.1,2.6,32.4,16,0,-0.8
OG Anunoby,NYK,26,25,18,7,34.4,15.6,6,11.4,52.4,2.2,5.4,41.5,1.3,1.8,73.3,0.7,3.4,4.1,2.3,1.6,1.6,0.6,2.5,29,0,0,10.2
Bobby Portis,MIL,29,42,31,11,24.1,15.5,6.5,12.2,53.6,1.5,3.2,46.3,1,1.1,85.4,2,5.5,7.5,1.4,1.1,0.8,0.4,2.4,29,11,0,3.4
Jonathan Kuminga,GSW,21,39,20,19,26.5,15.5,5.9,11,54.1,0.6,2.2,26.7,3,4,75.2,1.3,3.6,4.9,2.6,1.5,0.9,0.5,2,28.1,2,0,1.2
Jaden Ivey,DET,22,37,7,30,30.1,15.5,5.5,12.8,42.9,1.6,4.9,32.2,2.9,4,72.3,1.3,2.2,3.5,4.2,2.4,1,0.6,2.6,28.1,0,0,-4.1
GG Jackson,MEM,19,25,6,19,25.5,15.4,5.3,12.7,42,2.2,6.3,35.7,2.6,3.5,72.7,1.3,2.8,4.1,1.1,1.6,0.6,0.6,1.4,23.8,1,0,-1.8
Tim Hardaway Jr.,DAL,32,39,25,14,27.4,15.1,5.2,12.8,40.6,2.7,7.5,36.5,2,2.4,84.9,0.3,2.6,2.8,1.6,0.9,0.5,0.1,1.5,21.7,0,0,0.1
P.J. Washington,DAL,25,35,15,20,31.7,15.1,5.8,12.4,46.5,1.9,5.9,32,1.7,2.3,72.8,1.1,4.7,5.9,1.9,1.3,0.9,0.9,2.3,29.2,2,0,-1.2
Scoot Henderson,POR,20,29,10,19,28.5,15.1,5.2,13.6,38.6,1.4,4.3,33.1,3.2,3.6,89.4,1,2.1,3.1,6,3.3,0.8,0.2,3.2,27.6,6,0,-5.2
Derrick White,BOS,29,37,33,4,31.8,14.9,5.2,11.3,46,2.7,6.5,41.5,1.8,2,93.2,0.6,3.5,4.1,5.4,1.4,1.3,1.2,2.1,33.9,2,1,10.1
Jabari Smith Jr.,HOU,20,37,26,11,30.9,14.9,5.2,10.7,48.4,2.2,5,43.8,2.4,2.7,87,1.7,6.3,8,1.6,1.1,0.6,0.8,2.4,30.3,8,0,2.3
Kelly Oubre Jr.,PHI,28,34,21,13,29.3,14.8,5.3,12.7,41.7,1.4,4.8,28.8,2.9,3.7,77.6,1.3,3.8,5.1,0.9,1.3,1.1,0.6,2.9,26,3,0,-1.4
Deni Avdija,WAS,23,37,7,30,30.4,14.8,5.5,10.6,52.2,1.3,3.3,39,2.4,3.4,70.9,0.9,6.5,7.5,3.9,2.2,0.8,0.5,2.3,31.3,10,0,-4.1
Aaron Gordon,DEN,28,35,28,7,30.7,14.7,5.7,9.6,59.3,0.7,2,35.7,2.5,3.5,73,2.1,4.4,6.5,3.7,1.7,0.8,0.3,1.8,29.6,6,0,8.5
Rudy Gobert,MIN,31,39,29,10,34.4,14.6,5.5,7.8,69.6,0,0.1,0,3.7,5.8,63.6,3.5,9.8,13.3,1.3,1.6,0.5,2.3,3.1,39.2,30,0,7.8
Scotty Pippen Jr.,MEM,23,11,1,10,27.8,14.5,5.6,11.4,49.6,1.6,4.3,38.3,1.6,2.4,69.2,1.4,2,3.4,5.7,2.7,2.3,0.7,3.5,33.4,0,0,-4.8
Khris Middleton,MIL,32,25,18,7,26.9,14.4,5.6,11.4,48.8,1.7,4.4,38.2,1.6,1.9,85.4,0.9,4.2,5.1,5.6,2.2,1,0.2,2.3,30.4,3,1,3.8
Grayson Allen,PHX,28,37,23,14,34.6,14.3,4.7,9.8,48.5,3,6.6,45.3,1.8,2,90.5,0.6,3.4,3.9,3.3,1.4,1.1,0.8,2.2,28.2,1,0,1.8
Evan Mobley,CLE,22,26,16,10,30,14.3,6.1,10.9,55.8,0.3,1,30.8,1.8,2.5,71.2,2.5,7.5,10,3.6,1.9,1,1.4,2.7,37,13,0,-0.3
Corey Kispert,WAS,25,40,7,33,26.8,14.3,5.2,9.9,52.3,2.4,6.1,38.9,1.5,2.2,70.9,0.3,2.4,2.6,1.8,1.3,0.5,0.2,1.8,20.7,0,0,-5
Saddiq Bey,ATL,25,32,15,17,32.6,14.2,4.6,10.9,42.4,1.9,5.9,32.4,3.1,3.7,82.4,2.6,3.5,6.1,1.5,0.9,0.7,0.2,1.4,25.5,3,0,1
Norman Powell,LAC,30,38,25,13,26.7,14.1,5,10.7,47.2,2,5.2,39.3,2.1,2.4,83.9,0.3,2.6,2.9,1.2,0.7,0.6,0.3,1.8,21.3,0,0,2.6
Cameron Johnson,BKN,28,29,15,14,27,14,5,11,45.3,2.3,6.2,37.8,1.7,2,82.8,1.1,3.4,4.5,2.2,1.1,0.8,0.3,2,24.8,1,0,1.3
Jalen Duren,DET,20,31,7,24,28.6,13.9,5.9,9.2,63.9,0,0,0,2.1,2.9,73.3,3.1,8.5,11.6,2.4,2.1,0.5,0.8,3.3,33.2,23,0,-5.8
Naz Reid,MIN,24,40,30,10,24,13.8,5.2,10.2,50.4,2.2,5.2,42.2,1.3,1.8,74.6,0.9,4.3,5.1,1.3,1.6,0.9,1,2.1,25.8,2,0,4.9
Jalen Suggs,ORL,22,38,27,11,27.8,13.8,4.9,10,49.1,2.1,5.2,41.1,1.8,2.4,76.9,0.6,2.4,3,3.1,1.9,1.4,0.7,2.7,26.3,0,0,4.7
Dennis Schroder,BKN,30,36,18,18,31.8,13.8,4.9,11.9,41.2,1.9,5,37.6,2.1,2.5,83.3,0.6,2.9,3.4,6.8,1.9,0.7,0.2,2.2,28.8,4,0,2.3
Gary Trent Jr.,TOR,25,36,13,23,28.2,13.7,5.1,11.8,43,2.4,6.2,39.6,1.1,1.5,77.4,0.3,2.4,2.7,2,0.6,1,0.1,1.3,22.8,1,0,-1.5
Brook Lopez,MIL,36,42,31,11,30.9,13.4,4.9,9.8,49.9,2.1,5.4,39.4,1.5,1.9,77.2,1.4,4,5.4,1.7,1.1,0.6,2.5,2.4,30.5,2,0,4.7
Shaedon Sharpe,POR,20,12,3,9,31.2,13.3,4.6,12.3,37.2,1.9,5.2,37.1,2.3,2.8,81.8,1.5,4,5.5,2.4,2.3,0.7,0.4,2.8,24.6,0,0,-7
Josh Giddey,OKC,21,39,32,7,24.8,13.3,5.3,11.3,47.4,1,3.2,30.2,1.6,2,82.1,1.4,5.4,6.8,4.8,2.1,0.6,0.7,1.3,30.3,5,1,8.1
Buddy Hield,PHI,31,42,25,17,25.4,13.2,4.8,10.6,45,2.9,7.1,40.1,0.7,0.9,86.1,0.6,2.4,3,2.8,1.3,0.8,0.5,2,23.5,1,0,2.6
Javonte Green,CHI,30,3,2,1,27.6,13,5,8.3,60,0.7,2,33.3,2.3,2.7,87.5,3.3,6.3,9.7,0.7,1,0.7,0.7,2,28.6,1,0,8.3
Rui Hachimura,LAL,26,34,23,11,27,12.9,5.1,10.1,50.3,1.4,3.5,38.3,1.4,1.9,77.8,0.7,3.1,3.8,1.1,0.7,0.6,0.4,1.7,21.1,1,0,2.9
Keyonte George,UTA,20,39,20,19,27,12.9,4.3,10.7,40.5,2,5.8,34.5,2.2,2.8,80.6,0.2,2.7,2.9,4.4,2.7,0.6,0.1,1.4,22.5,1,0,-1.4
Jonas Valanciunas,NOP,31,40,21,19,23.7,12.8,5.3,9.4,55.7,0.4,1.4,28.6,1.9,2.3,82.4,2.6,6.4,8.9,2.2,1.6,0.4,0.9,2.5,28.9,19,0,1.9
Marcus Smart,MEM,30,8,1,7,31.1,12.8,4.5,11.5,39.1,1.3,5.4,23.3,2.5,3.6,69,0.4,2.1,2.5,4.1,3.1,2,0.1,3.9,25.2,0,0,-1.6
Caris LeVert,CLE,29,35,23,12,28.1,12.7,4.7,11.9,39.3,1.6,5,32.8,1.7,2.4,71.4,0.6,3,3.6,5,1.8,1.1,0.4,1.6,27.3,3,0,3.2
Cam Whitmore,HOU,19,22,12,10,17.2,12.7,4.8,9.8,49.1,1.7,4.5,37.4,1.4,2.1,63.8,0.9,2.4,3.3,0.4,1,0.8,0.3,1,19.4,0,0,-1.9
Andrew Wiggins,GSW,29,37,17,20,26.7,12.6,4.7,10.6,44.4,1.2,3.5,34.4,1.9,2.5,78.3,1.6,2.6,4.1,1.8,1.1,0.8,0.4,2.1,22.8,1,0,-3.2
Duncan Robinson,MIA,29,32,17,15,27.1,12.6,4.4,9.8,45.4,2.7,6.9,38.3,1.1,1.2,87.2,0.2,2.1,2.3,2.6,1.5,0.6,0.2,2.3,20,0,0,-1.3
Trey Murphy III,NOP,23,27,12,15,30,12.5,4.2,10.4,40.2,2.5,7.5,33.7,1.6,2.1,75.9,0.9,4.4,5.3,2,0.7,1,0.6,1.5,26,1,0,1.1
